Platform,Route,Major Stops,,,,,,,,,,,
29,332A,Corporation,Richmond Circle,Mayohall,Domlur,HAL Main Gate,Marathahalli Bridge,Kundalahalli Gate,Varthur kodi,Varthuru,Balagere,,
29,333C,Corporation,Richmond Circle,Mayohall,Domlur,HAL Main Gate,Rameshnagara,Basavanagara,,,,,
29,KBS1I,Corporation,Richmond Circle,Mayohall,Domlur,HAL Main Gate,Marathahalli Bridge,Kundalahalli Gate,Graphite India,White Field Bus Station (Vydehi Hospital),ITPL,Kadugodi Bus Station,
29,KBS1K,Corporation,Richmond Circle,Mayohall,Domlur,HAL Main Gate,Marathahalli Bridge,Kundalahalli Gate,Varthur kodi,White Field Post Office,Kadugodi Bus Station,,
,,,,,,,,,,,,,
30,KIA9,Shivananda Store,Mekhri Circle,Hebbala,Allalasandra Gate,Kogilu Cross,Trumpet (KIA),Kempegowda International Airport,,,,,
,,,,,,,,,,,,,
4A,241D,1st Cross Magadi Road,Magadi Road Metro Station,Magadi Road Tollgate,KHB Colony,Summanahalli,Sunkadakatte,Herohalli Cross,Bharath Nagara 2nd Stage,Bramhadevaragutte Extension,,,
4A,242ZD,1st Cross Magadi Road,Magadi Road Metro Station,Magadi Road Tollgate,KHB Colony,Summanahalli,Sunkadakatte,Herohalli Cross,Kadabagere Cross,Tavarekere,Kallur,,
4A,243F,1st Cross Magadi Road,Magadi Road Metro Station,Magadi Road Tollgate,KHB Colony,Summanahalli,Sunkadakatte,Herohalli Cross,Gidadakonenahalli,,,,
,,,,,,,,,,,,,
4B,265,1st Cross Magadi Road,Magadi Road Metro Station,Magadi Road Tollgate,KHB Colony,Summanahalli,Sunkadakatte,Herohalli Cross,Peenya 2nd Stage,Jalahalli Cross,Yeshawanthapura Bus Station,Kempegowda Bus Station,
4B,240H,1st Cross Magadi Road,Magadi Road Metro Station,Magadi Road Tollgate,KHB Colony,Summanahalli,Sunkadakatte,Herohalli Cross,Lingadeeranahalli,,,,
4B,241H,1st Cross Magadi Road,Magadi Road Metro Station,Magadi Road Tollgate,KHB Colony,Summanahalli,Sunkadakatte,Herohalli Cross,Nagarahole Nagara,,,,
4B,265B,1st Cross Magadi Road,Magadi Road Metro Station,Magadi Road Tollgate,KHB Colony,Summanahalli,Sunkadakatte,Herohalli Cross,Peenya 2nd Stage,Andhrahalli,Thigalarapalya,,
,,,,,,,,,,,,,
14A,360K,Corporation,Lalbagh Main Gate,Bengaluru Dairy Circle,St Johns Hospital,Madivala,Central Silk Board,Bommanahalli,Electronic City,Bommasandra,Chandapura,Attibele Bus Stand,
14A,"KBS3A, V-360B",Corporation,Shanthinagara Bus Station,Bengaluru Dairy Circle,St Johns Hospital,Madivala,Central Silk Board,Bommanahalli,Electronic City,Bommasandra,Chandapura,Attibele Bus Stand,
14A,"KBS3C, V-356",Corporation,Shanthinagara Bus Station,Bengaluru Dairy Circle,St Johns Hospital,Madivala,Central Silk Board,Bommanahalli,Electronic City,Bommasandra,Chandapura,,
14A,KBS3E,Corporation,Shanthinagara Bus Station,Bengaluru Dairy Circle,St Johns Hospital,Madivala,Central Silk Board,Bommanahalli,Electronic City,BHEL,Electronic City Wipro Main Gate,,
,,,,,,,,,,,,,
